#header line: GPU processors,avg,error_bar,run1,run2,run3
12,2611.6081565733334,15.058640319999995,2610.26382794,2619.80964105,2604.75100073
24,2724.290688493333,81.74620370999992,2707.98595465,2773.31615727,2691.56995356
48,3103.4221656866666,145.98168542999974,3195.18288151,3065.88241947,3049.20119608
